carat,cut,color,clarity,depth,table,weight,size,price
0.51,Very Good,E,VVS2,61.4,59,5.1,5.16,2211
0.47,Fair,D,IF,60.6,60,5.09,4.98,2211
0.51,Ideal,E,VVS2,62.8,56,5.13,5.15,2211
0.58,Ideal,D,VS1,61.8,56,5.34,5.37,2211
0.58,Ideal,H,IF,61.6,57,5.34,5.37,2211
0.63,Premium,F,VS2,61,61,5.6,5.49,2211
0.63,Very Good,D,SI1,63.1,58,5.49,5.44,2211
0.67,Premium,F,VS2,62.5,59,5.58,5.53,2211
0.7,Good,F,VS2,63.5,56,5.64,5.45,2212
0.7,Very Good,G,VS1,62.9,59,5.56,5.63,2212
0.72,Premium,G,SI1,61.2,62,5.75,5.72,2212
0.7,Very Good,H,SI1,62.1,59,5.62,5.66,2213
0.7,Premium,F,SI2,61.8,60,5.65,5.71,2213
0.59,Very Good,E,VVS2,59.8,57,5.48,5.53,2214
0.71,Good,I,VS2,64.3,63,5.63,5.56,2214
0.7,Very Good,H,SI1,62.8,57,5.61,5.66,2214
0.61,Ideal,E,VS1,62.2,56,5.43,5.41,2214
0.6,Premium,D,VS2,59.6,59,5.53,5.47,2214
0.75,Premium,E,SI2,61.9,55,5.89,5.84,2214
0.71,Ideal,G,SI1,62.5,57,5.72,5.64,2215
0.71,Good,G,SI1,63.9,56,5.62,5.59,2215
0.73,Ideal,I,SI1,62,57,5.74,5.77,2215
0.64,Ideal,E,SI1,60.9,57,5.56,5.58,2215
0.7,Premium,E,SI2,61.1,61,5.74,5.69,2215
0.71,Good,E,SI2,57.8,60,5.86,5.83,2215
0.71,Good,D,SI2,64.3,56,5.64,5.59,2215
0.71,Premium,G,SI1,62.8,61,5.64,5.59,2215
0.71,Premium,E,SI2,62.1,62,5.7,5.67,2215
0.71,Premium,G,SI1,58.5,58,5.87,5.82,2215
0.75,Premium,G,SI2,61,58,5.9,5.94,2216
0.54,Ideal,F,VVS2,61.2,55,5.25,5.27,2216
0.72,Premium,I,VS2,60.9,60,5.76,5.8,2216
0.52,Ideal,F,VVS2,61.8,56,5.2,5.17,2216
0.52,Ideal,D,VVS2,59.9,57,5.21,5.28,2217
0.57,Ideal,G,VVS1,61.9,57,5.31,5.35,2217
0.71,Very Good,J,VVS1,59.7,58,5.8,5.83,2218
0.72,Very Good,G,SI2,61.9,59,5.67,5.71,2218
0.71,Very Good,I,SI1,62.6,59,5.67,5.7,2218
0.7,Good,H,SI1,63.7,59,5.53,5.59,2218
0.7,Premium,H,VS2,60.8,58,5.71,5.68,2218
0.7,Good,G,SI1,63.9,58,5.57,5.51,2218
0.54,Ideal,F,VVS2,61.4,56,5.27,5.29,2218
0.73,Ideal,I,SI2,62.4,56,5.74,5.77,2218
0.71,Ideal,I,SI1,62.5,57,5.69,5.74,2218
0.7,Premium,D,SI1,61.4,59,5.67,5.64,2218
0.56,Premium,F,VVS1,61.1,56,5.41,5.3,2218
0.71,Very Good,I,VS2,61.4,56,5.73,5.79,2219
0.5,Very Good,F,IF,59.7,60,5.18,5.24,2219
0.51,Very Good,D,VVS2,62.4,58,5.1,5.13,2220
1.03,Good,J,I1,58.2,64,6.64,6.69,2220
0.52,Ideal,E,VVS2,60.9,56,5.21,5.24,2220
0.55,Ideal,E,VS1,61.5,56,5.26,5.29,2220
0.71,Very Good,F,SI1,62.1,58,5.64,5.72,2221
0.7,Good,D,SI2,63.1,60,5.56,5.62,2221
0.64,Very Good,E,VS2,60.5,58.1,5.59,5.62,2222
0.74,Very Good,H,SI2,62.1,58,5.82,5.78,2222
0.64,Ideal,F,VS1,61.9,56.8,5.55,5.6,2222
0.64,Good,F,VS1,57.7,61,5.68,5.75,2222
0.66,Ideal,H,VS1,62.7,55,5.6,5.57,2222
0.7,Premium,D,SI2,61.8,55,5.71,5.68,2222
0.51,Very Good,F,VVS1,62.6,57,5.06,5.1,2223
0.8,Very Good,J,SI1,61.6,56,5.94,5.98,2224
0.7,Very Good,E,SI2,61.8,60,5.61,5.65,2224
0.55,Ideal,D,VS2,60.6,56,5.3,5.36,2224
0.64,Ideal,D,VS2,60.7,59,5.58,5.62,2224
0.72,Ideal,F,SI2,62,55,5.75,5.79,2224
0.68,Premium,E,SI1,62,59,5.67,5.65,2224
0.71,Premium,H,SI2,60.5,60,5.81,5.73,2224
0.71,Very Good,E,SI2,63.3,57,5.65,5.69,2225
0.91,Good,E,I1,57.7,63,6.3,6.35,2225
0.61,Ideal,E,VS2,61.7,56,5.46,5.43,2225
0.52,Ideal,D,VS2,61.8,55,5.19,5.23,2225
0.71,Very Good,J,VVS2,61.1,58,5.7,5.75,2226
0.71,Very Good,I,VS1,62.9,59,5.68,5.71,2226
0.71,Ideal,J,VVS2,60.3,61,5.76,5.79,2226
0.9,Good,G,I1,63.6,61,6.03,6.07,2226
0.71,Good,E,SI2,58.7,61,5.73,5.78,2226
0.69,Very Good,D,SI1,57.6,62,5.83,5.9,2227
0.76,Premium,H,SI1,59.8,57,5.93,5.91,2227
0.8,Premium,J,SI1,60.1,57,6.03,5.98,2227
0.58,Ideal,F,VS1,62.4,57,5.36,5.32,2227
0.58,Ideal,F,VS1,61.9,56,5.36,5.33,2227
0.58,Ideal,F,VS1,60.3,57,5.47,5.44,2227
0.75,Very Good,H,SI2,61.9,56,5.79,5.87,2228
0.78,Very Good,I,SI1,63.1,56,5.88,5.82,2228
0.74,Ideal,I,SI1,62,53,5.83,5.84,2229
0.7,Good,E,SI2,57.5,58,5.8,5.85,2229
0.8,Good,D,SI2,64,60,5.91,5.81,2229
0.72,Good,F,SI1,63.9,62,5.7,5.63,2229
0.7,Very Good,E,SI2,61.1,62,5.68,5.72,2230
0.7,Ideal,F,SI1,61.9,57,5.66,5.75,2230
0.7,Very Good,F,SI1,62.2,58,5.66,5.69,2230
0.7,Ideal,F,SI1,62.2,57,5.67,5.74,2230
0.7,Premium,F,SI1,61.9,58,5.69,5.74,2230
0.7,Very Good,F,SI1,61.8,58,5.67,5.72,2230
0.7,Very Good,F,SI1,61.7,61,5.67,5.7,2230
0.7,Very Good,F,SI1,61.6,55,5.66,5.7,2230
0.52,Ideal,E,VVS2,62,54,5.16,5.19,2230
0.53,Ideal,E,VVS2,62,58,5.16,5.2,2230
0.56,Ideal,G,VS1,61,56,5.31,5.35,2230
0.7,Very Good,F,SI1,60.6,58,5.73,5.78,2231
0.54,Ideal,F,VVS2,61,54,5.28,5.3,2231
0.54,Ideal,F,VVS2,61.6,56,5.23,5.26,2231
0.71,Premium,H,SI2,62.7,57,5.71,5.64,2231
0.82,Very Good,G,SI2,63.4,55,5.96,5.93,2232
0.7,Ideal,I,VS2,62.2,55,5.66,5.69,2232
0.7,Ideal,I,VS2,62.5,56,5.66,5.7,2232
0.7,Ideal,G,SI2,62.4,55,5.66,5.72,2232
0.7,Ideal,G,SI2,62.6,55,5.66,5.69,2232
0.7,Ideal,G,SI2,61.4,57,5.69,5.74,2232
0.72,Ideal,F,SI2,62.4,55,5.72,5.76,2232
0.62,Premium,H,VVS1,61.9,58,5.49,5.46,2232
0.71,Ideal,I,VS2,62.3,59,5.68,5.71,2233
0.51,Ideal,E,VS1,61.4,56,5.14,5.16,2233
0.71,Ideal,G,SI1,60.6,57,5.72,5.8,2233
0.58,Ideal,H,IF,60.2,56,5.43,5.46,2233
0.7,Very Good,G,SI1,62,61,5.68,5.71,2234
0.7,Good,H,VS2,59.1,65,5.75,5.85,2234
0.75,Premium,H,SI2,62.3,57,5.79,5.73,2234
0.7,Premium,I,VS1,62.9,61,5.64,5.62,2234
0.7,Ideal,G,SI2,61.3,58,5.67,5.69,2234
0.7,Good,I,VS2,59.4,57,5.77,5.82,2234
0.73,Ideal,I,SI1,62,56,5.8,5.75,2234
0.7,Fair,I,VS1,60.2,66,5.77,5.62,2234
0.7,Premium,F,SI2,59.6,58,5.79,5.72,2234
0.73,Premium,H,SI2,62.5,58,5.73,5.69,2234
0.7,Premium,F,SI2,59.5,58,5.82,5.72,2234
0.7,Premium,F,SI2,58.8,58,5.82,5.77,2234
0.73,Premium,I,VVS2,59.3,59,5.91,5.87,2234
0.7,Premium,I,VS1,61.7,61,5.69,5.63,2234
0.71,Ideal,F,SI1,63,54,5.73,5.69,2235
0.69,Fair,G,VS1,61.2,65.4,5.58,5.64,2235
0.71,Premium,D,SI2,59.7,60,5.84,5.79,2235
0.56,Very Good,F,VVS2,59.5,61,5.36,5.33,2236
0.5,Ideal,E,VVS2,61.5,57,5.09,5.12,2236
0.54,Ideal,G,VVS1,61.8,55,5.27,5.24,2236
0.54,Premium,G,VVS1,60.7,56,5.3,5.25,2236
0.54,Ideal,G,VVS1,62.2,56,5.22,5.2,2236
0.61,Ideal,H,VVS1,60.3,56,5.52,5.55,2237
0.7,Ideal,F,SI2,60.6,57.2,5.75,5.77,2237
0.71,Very Good,E,SI2,62.2,58,5.68,5.74,2238
0.5,Very Good,F,IF,61.4,60,5.07,5.1,2238
0.52,Ideal,G,VVS2,61.7,55,5.15,5.2,2238
0.55,Very Good,E,VVS2,60.8,55,5.26,5.33,2238
0.74,Premium,G,SI2,62.7,60,5.78,5.73,2238
0.64,Ideal,E,VS2,62,55,5.52,5.55,2238
0.58,Premium,F,VVS2,62.6,56,5.37,5.27,2238
0.7,Very Good,E,SI1,62.8,56,5.69,5.72,2239
0.7,Very Good,E,SI1,62.6,58,5.66,5.68,2239
0.7,Good,E,SI1,61.9,58,5.63,5.67,2239
0.7,Good,E,SI1,62.7,61,5.59,5.67,2239
0.7,Very Good,E,SI1,61.5,56,5.74,5.8,2239
0.7,Very Good,E,SI1,58.7,60,5.85,5.88,2239
0.7,Very Good,E,SI1,60.3,58,5.73,5.85,2239
0.97,Ideal,I,I1,61.6,53,6.4,6.43,2239
0.3,Very Good,G,VS2,62.1,56,4.27,4.3,541
0.3,Very Good,H,VS1,61.9,55,4.32,4.37,541
0.3,Very Good,H,VS1,62.3,56,4.29,4.32,541
0.37,Very Good,E,SI2,61.9,55,4.63,4.67,541
0.35,Ideal,H,SI1,61.9,55,4.54,4.57,541
0.31,Ideal,D,SI1,62.3,55,4.33,4.34,541
0.31,Ideal,D,SI1,61.7,56,4.35,4.37,541
0.36,Premium,J,SI1,61.3,60,4.59,4.52,541
0.31,Very Good,G,VS1,62.7,54,4.35,4.36,542
0.3,Ideal,H,VVS2,61.9,56,4.28,4.31,542
0.31,Ideal,E,SI1,61.8,53.9,4.32,4.35,542
0.31,Premium,G,VS1,62.1,58,4.31,4.36,542
0.31,Ideal,G,VS1,62.7,57,4.31,4.34,542
0.31,Very Good,G,VS1,60.4,59,4.37,4.41,542
0.31,Ideal,G,VS1,61.9,56,4.34,4.38,542
0.23,Ideal,E,VS2,62.6,57,3.92,3.88,543
0.27,Very Good,F,VVS2,62.5,59,4.11,4.15,544
0.27,Very Good,E,VVS2,60.5,60,4.19,4.2,544
0.28,Very Good,E,VVS2,62,56,4.22,4.3,544
0.32,Very Good,J,VVS1,60.2,60,4.42,4.49,544
0.27,Very Good,F,VVS1,59.7,59,4.19,4.22,544
0.27,Very Good,E,VVS1,60,58,4.21,4.22,544
0.27,Very Good,D,VVS1,61,61,4.14,4.15,544
0.32,Very Good,G,VS2,62.3,55,4.38,4.41,544
0.33,Very Good,F,SI1,61.2,58.1,4.48,4.51,544
0.31,Ideal,I,VS1,61.7,55,4.39,4.36,544
0.31,Ideal,H,VS1,62,54,4.35,4.39,544
0.31,Premium,H,VS1,62.6,60,4.3,4.32,544
0.31,Ideal,E,SI1,62.4,57,4.31,4.34,544
0.31,Very Good,E,SI1,59.1,59,4.42,4.44,544
0.7,Good,E,SI2,57.8,61,5.89,5.85,2239
0.7,Premium,F,SI1,59.4,60,5.77,5.74,2239
0.7,Premium,F,SI1,61.2,59,5.7,5.64,2239
0.71,Good,I,VS1,59.1,63.4,5.76,5.81,2239
0.7,Premium,D,SI2,63,56,5.67,5.64,2239
0.7,Ideal,E,SI2,61.2,55,5.76,5.68,2239
1.06,Fair,I,I1,64.5,57,6.47,6.33,2239
0.71,Very Good,G,SI1,63.1,60,5.6,5.69,2240
0.78,Ideal,G,SI2,61.9,55,5.91,5.94,2240
0.7,Ideal,I,VS2,62,54.1,5.7,5.73,2240
0.7,Ideal,I,VS2,61.9,53.2,5.68,5.71,2240
0.7,Ideal,I,VS2,62.1,54.6,5.68,5.72,2240
0.7,Ideal,H,SI1,61.4,57,5.64,5.76,2240
0.71,Good,G,SI1,64.1,58,5.6,5.63,2240
0.65,Very Good,F,VS2,64,55.3,5.5,5.57,2241
0.63,Very Good,G,VS1,59.9,57,5.57,5.62,2241
0.58,Ideal,E,VS1,60.8,57,5.41,5.42,2241
0.7,Fair,E,SI1,66.7,59,5.49,5.45,2241
0.72,Ideal,F,SI2,62.1,57,5.72,5.75,2241
0.65,Good,G,VS1,60,60.4,5.6,5.7,2241
0.83,Ideal,J,VS2,61.5,57,6.08,6.03,2241
0.83,Premium,J,SI2,59.1,60,6.13,6.12,2241
0.7,Very Good,D,SI1,64,53,5.57,5.61,2242
0.61,Ideal,G,VVS2,61.6,54,5.45,5.49,2242
0.55,Ideal,F,VVS2,62.4,55,5.24,5.28,2242
0.65,Ideal,G,VS1,60.6,60,5.58,5.61,2242
0.7,Good,D,SI2,58.3,60,5.81,5.89,2242
0.7,Good,F,SI1,63.7,58,5.62,5.65,2242
0.61,Very Good,E,VS1,61.1,58,5.47,5.52,2243
0.64,Premium,D,VS2,60.9,59,5.6,5.63,2243
0.5,Ideal,D,VS2,61.1,57,5.11,5.13,2243
0.62,Ideal,D,VS2,61.2,56,5.49,5.52,2243
0.58,Good,E,VVS1,61.9,63,5.27,5.33,2243
0.67,Good,F,VS1,64.4,57,5.55,5.6,2244
0.85,Good,G,SI1,64.2,58,6.01,5.92,2244
0.7,Premium,H,VS1,60.5,58,5.73,5.77,2245
0.58,Ideal,G,VVS2,61.9,57,5.36,5.33,2245
0.58,Ideal,F,VS1,60.4,57,5.42,5.37,2245
0.9,Very Good,E,I1,62.4,63,6.13,6.01,2245
0.52,Ideal,F,VS2,62.3,57,5.18,5.13,2246
0.52,Premium,H,VVS2,61.1,59,5.21,5.17,2246
0.8,Good,G,SI2,64.2,55,5.89,5.83,2246
0.71,Very Good,H,SI1,62.9,58,5.62,5.66,2246
0.73,Premium,I,VS2,59.7,59,5.81,5.94,2246
0.8,Fair,G,SI2,61.2,58,5.96,5.93,2246
0.61,Ideal,F,VS1,61.9,57,5.42,5.46,2246
0.72,Very Good,G,SI2,63.3,58,5.72,5.68,2246
0.78,Ideal,G,SI2,61.7,55,5.92,5.88,2246
0.72,Premium,G,SI1,60.6,59,5.8,5.76,2246
0.72,Premium,G,SI1,60.6,62,5.81,5.77,2246
0.72,Very Good,F,SI2,63.1,58,5.69,5.63,2246
0.77,Premium,F,SI2,61.6,58,5.9,5.88,2247
0.53,Ideal,G,IF,61.8,57,5.18,5.22,2247
0.53,Ideal,G,IF,61.4,56,5.2,5.24,2247
0.53,Ideal,G,IF,61.9,56,5.18,5.22,2247
0.7,Good,D,SI2,63.6,62,5.61,5.55,2247
0.61,Ideal,E,VS2,61.9,53,5.45,5.5,2248
0.75,Ideal,F,SI2,59.2,60,5.87,5.92,2248
0.71,Premium,H,VS2,62,54,5.73,5.69,2249
0.72,Ideal,J,VVS1,62.5,56,5.71,5.74,2249
0.7,Ideal,I,VS2,61.2,55,5.75,5.77,2249
0.71,Premium,D,SI1,58.1,61,5.81,5.79,2249
0.7,Very Good,F,SI1,62.8,57,5.61,5.66,2250
0.53,Ideal,G,VVS2,61.4,57,5.17,5.2,2250
0.7,Very Good,F,VS2,61.1,62,5.64,5.69,2250
0.53,Ideal,E,VVS2,62.5,57,5.12,5.18,2250
0.6,Ideal,H,VS1,61.3,55,5.47,5.49,2250
0.44,Good,D,VVS1,59.2,57,4.96,5,2250
0.75,Premium,G,SI2,63,58,5.81,5.77,2250
0.7,Fair,G,VS1,68.5,58,5.47,5.34,2250
0.7,Very Good,F,VS2,63.5,56,5.64,5.45,2250
0.75,Good,J,SI1,63.9,56,5.76,5.71,2250
0.55,Very Good,D,VS1,59.5,56,5.35,5.38,2251
0.7,Premium,H,VS2,61,59,5.72,5.65,2251
0.52,Ideal,F,VVS1,59.8,59,5.21,5.25,2251
0.52,Ideal,F,VVS1,61.9,55,5.17,5.2,2251
0.55,Ideal,D,VS1,61.3,56,5.28,5.32,2251
0.71,Good,G,SI1,62.3,56,5.68,5.72,2251
0.61,Premium,D,VS2,62.3,55,5.47,5.42,2251
0.78,Very Good,H,SI2,61.8,59,5.85,5.9,2252
0.72,Very Good,E,SI2,62.3,58,5.7,5.76,2252
0.72,Ideal,H,SI2,60.8,56,5.79,5.83,2252
0.76,Ideal,F,SI2,61.6,57,5.91,5.85,2253
0.7,Good,H,VS2,61.4,56,5.73,5.8,2253
0.52,Very Good,E,VVS2,61.2,58,5.17,5.19,2254
0.59,Very Good,D,VS1,62.6,58,5.34,5.39,2254
0.72,Good,D,SI2,64.1,57,5.64,5.71,2254
0.52,Ideal,G,VS2,62,55,5.16,5.19,2255
0.73,Ideal,F,SI2,61.5,55,5.79,5.85,2255
0.73,Ideal,F,SI2,60.5,59,5.83,5.88,2255
0.71,Ideal,I,SI1,61.4,56,5.73,5.77,2255
0.71,Ideal,I,SI1,61.7,55,5.74,5.77,2255
0.59,Very Good,G,VVS1,61.5,55,5.4,5.43,2256
0.71,Very Good,E,SI2,61.9,63,5.69,5.74,2256
0.58,Ideal,G,VVS1,61.3,56,5.36,5.4,2256
0.73,Premium,E,SI2,62.2,55,5.81,5.71,2256
0.57,Ideal,E,SI1,61.9,57,5.35,5.31,2257
0.7,Very Good,E,SI2,62,60,5.67,5.72,2257
0.77,Ideal,J,VS2,62.5,57,5.8,5.91,2257
0.77,Ideal,J,SI1,62,57,5.84,5.87,2257
1.01,Premium,F,I1,62.6,57,6.42,6.3,2257
0.71,Ideal,E,SI1,61.6,53,5.79,5.73,2258
0.73,Ideal,J,VS2,62,56,5.76,5.79,2258
0.71,Good,G,VS2,64.1,56,5.64,5.6,2258
0.71,Good,F,SI1,64.3,58,5.61,5.55,2258
0.67,Good,D,SI1,63.8,57,5.53,5.48,2258
0.71,Ideal,H,SI2,59.4,57,5.87,5.81,2258
0.71,Very Good,H,SI1,60.1,63,5.72,5.69,2258
0.71,Very Good,H,SI2,63.2,58,5.63,5.67,2259
0.53,Ideal,F,VVS2,61,56,5.26,5.24,2259
0.55,Ideal,F,VVS2,60.7,56,5.31,5.34,2259
0.57,Ideal,G,VVS1,62,55,5.33,5.35,2259
0.7,Ideal,F,SI2,62,55,5.69,5.73,2259
0.83,Very Good,G,SI2,63.1,61,5.96,5.92,2259
0.5,Very Good,G,VVS2,60,56,5.18,5.21,2260
1.07,Premium,I,I1,59.8,59,6.68,6.62,2260
0.56,Ideal,F,VVS2,62.2,54.3,5.26,5.29,2260
0.62,Ideal,E,VS2,61.9,57,5.47,5.44,2260
0.73,Ideal,H,SI2,61.6,57,5.79,5.81,2260
0.74,Very Good,F,SI2,63.1,55,5.77,5.74,2261
0.74,Very Good,G,SI2,62.8,59,5.71,5.76,2262
0.71,Ideal,F,SI1,62.5,57,5.68,5.74,2262
0.71,Ideal,D,SI2,60.2,57,5.77,5.83,2262
0.71,Premium,F,SI1,60.3,60,5.76,5.79,2262
0.77,Very Good,I,VS2,63.4,58,5.81,5.74,2262
0.76,Premium,J,VS1,61.1,58,5.91,5.85,2262
0.77,Good,H,SI2,58.6,64,6.01,5.93,2262
0.72,Premium,I,SI1,61.5,59,5.78,5.73,2262
0.7,Very Good,E,SI2,62,59,5.61,5.68,2263
0.7,Very Good,E,SI2,61.5,60,5.65,5.7,2263
0.7,Very Good,E,SI2,59.8,58,5.72,5.85,2263
0.7,Very Good,E,SI2,62.6,55,5.62,5.69,2263
0.8,Very Good,H,SI2,59.7,58,6.03,6.09,2263
0.58,Ideal,F,VVS2,61.8,56,5.37,5.41,2263
0.53,Ideal,E,VVS2,61.9,55,5.19,5.22,2263
0.6,Ideal,D,SI1,61.4,55,5.45,5.47,2263
0.6,Ideal,D,SI1,61.7,56,5.39,5.44,2263
0.7,Very Good,F,SI1,63.3,59,5.57,5.62,2264
0.7,Very Good,F,SI1,63.5,59,5.59,5.65,2264
0.7,Very Good,F,SI1,63.4,59,5.59,5.64,2264
0.7,Very Good,F,SI1,61.1,59,5.68,5.78,2264
0.7,Ideal,F,SI1,59.9,57,5.74,5.82,2264
0.7,Premium,F,SI1,60.5,58,5.77,5.84,2264
0.71,Ideal,G,SI2,61.5,55,5.74,5.78,2264
0.71,Ideal,G,SI2,61.1,56,5.75,5.77,2264
0.7,Good,D,SI2,63.3,56,5.6,5.65,2264
0.77,Good,I,SI1,62.3,55,5.88,5.93,2264
0.7,Good,F,SI1,58.7,61,5.77,5.81,2264
0.7,Premium,J,IF,60.5,59,5.73,5.67,2264
0.74,Very Good,H,SI2,63.1,56,5.78,5.75,2264
1,Premium,G,I1,59,60,6.49,6.43,2264
0.78,Very Good,H,SI2,63.5,56,5.82,5.86,2265
0.72,Very Good,G,SI1,62.8,59,5.69,5.74,2265
0.72,Premium,E,SI1,62.1,58,5.69,5.72,2265
0.72,Ideal,E,SI1,59.8,57,5.86,5.91,2265
0.71,Ideal,I,VS2,63.1,57,5.66,5.71,2265
0.72,Ideal,I,VS1,62.3,55,5.79,5.69,2265
0.61,Very Good,D,VS2,61.5,57,5.45,5.48,2266
0.71,Very Good,H,SI1,60.7,60,5.73,5.76,2266
0.71,Very Good,G,SI1,61.2,61,5.66,5.71,2266
0.53,Ideal,D,VS2,61.6,56,5.2,5.22,2266
0.71,Ideal,G,SI2,61.7,55,5.71,5.74,2266
0.71,Ideal,G,SI2,62.3,56,5.68,5.72,2266
0.55,Good,F,IF,60.8,60,5.26,5.36,2266
0.71,Premium,I,VS1,61.9,59,5.71,5.67,2266
0.71,Very Good,F,SI2,63.4,57,5.7,5.63,2266
0.71,Ideal,I,VS1,62,58,5.75,5.72,2266
0.7,Very Good,F,SI1,62.3,57,5.62,5.65,2267
0.52,Ideal,G,IF,61.7,56,5.15,5.19,2267
0.7,Good,G,SI2,60.1,65,5.7,5.65,2268
0.7,Premium,H,SI1,62.2,57,5.74,5.71,2268
0.55,Ideal,F,VVS2,62,55,5.26,5.29,2268
0.7,Ideal,I,VS2,62.2,55,5.73,5.69,2268
0.7,Ideal,G,SI2,62.6,56,5.69,5.66,2268
0.7,Good,I,VS2,63.9,65,5.6,5.56,2268
0.7,Premium,G,SI2,58,60,5.91,5.88,2268
0.7,Good,I,VS2,57.5,62,5.81,5.78,2268
0.7,Premium,G,SI2,60,60,5.69,5.65,2268
0.7,Premium,F,SI1,62.5,62,5.63,5.57,2268
0.7,Premium,I,VS2,60.8,59,5.71,5.68,2268
0.7,Fair,H,VS2,65,56,5.6,5.5,2268
0.7,Premium,G,SI2,58.5,60,5.85,5.81,2268
0.7,Premium,G,SI2,61.9,58,5.64,5.6,2268
0.75,Premium,G,SI2,62.7,58,5.82,5.76,2268
0.7,Premium,F,SI1,61.8,59,5.76,5.67,2268
0.73,Ideal,H,SI1,62.9,56,5.79,5.75,2269
0.53,Ideal,F,VVS2,61,57,5.23,5.26,2269
0.6,Very Good,F,VS2,60.8,56,5.45,5.48,2270
0.6,Very Good,E,VS1,60,58,5.5,5.56,2270
0.7,Ideal,I,VS2,61.4,56,5.72,5.75,2270
0.7,Ideal,G,SI2,61.2,56,5.73,5.78,2270
0.6,Ideal,H,IF,61.9,56,5.4,5.45,2270
0.67,Good,E,VS2,61.6,61,5.57,5.6,2270
0.71,Ideal,I,VS2,62.1,57,5.72,5.64,2270
0.71,Good,I,VS2,64.3,63,5.63,5.56,2270
0.78,Very Good,I,SI2,60.6,58,5.92,5.97,2271
0.53,Ideal,E,VVS2,62.9,54,5.19,5.15,2271
0.54,Ideal,G,IF,62.3,56,5.19,5.21,2271
0.54,Ideal,G,IF,62.5,57,5.16,5.2,2271
0.7,Good,I,VS1,64.4,60,5.51,5.58,2271
0.7,Good,I,VS1,64.3,58,5.56,5.61,2271
0.71,Premium,E,SI2,61.8,57,5.73,5.67,2271
0.5,Ideal,D,VVS2,61,56,5.11,5.15,2272
0.71,Ideal,I,VS2,62,54,5.73,5.77,2272
0.7,Very Good,I,VS2,62.3,58,5.58,5.65,2273
0.7,Very Good,H,SI1,60.9,59,5.72,5.75,2273
0.75,Premium,I,SI1,62,60,5.8,5.75,2273
0.7,Premium,E,SI2,62.1,59,5.65,5.63,2273
0.7,Premium,E,SI2,62.9,59,5.71,5.64,2273
0.53,Ideal,E,VVS2,62.2,54,5.19,5.23,2273
0.53,Ideal,F,VVS1,62.1,53.2,5.17,5.21,2273
0.7,Fair,G,VS2,57.3,63,5.78,5.84,2273
0.7,Very Good,E,SI2,63.1,56,5.66,5.63,2273
0.61,Very Good,F,VVS2,60.5,58.5,5.44,5.64,2274
0.71,Very Good,G,SI1,63.3,56,5.66,5.69,2274
0.71,Very Good,G,SI1,62.7,58,5.7,5.72,2274
0.7,Ideal,E,VS2,61.4,57,5.72,5.78,2274
0.75,Very Good,F,SI2,60.5,57,5.88,5.95,2274
0.75,Premium,F,SI2,60.9,58,5.88,5.91,2274
0.7,Very Good,I,VS1,62.4,59,5.55,5.64,2274
0.7,Good,I,VS1,63.2,55,5.58,5.63,2274
0.71,Fair,G,VS2,65.7,56,5.51,5.54,2274
0.81,Premium,G,SI2,59,57,6.14,6.1,2274
0.57,Premium,E,VS2,62.2,59,5.29,5.26,2274
0.54,Ideal,G,VS1,60.7,57,5.29,5.26,2274
0.5,Very Good,E,VVS2,62.4,55,5.08,5.11,2275
0.48,Very Good,E,VVS1,60.6,56,5.13,5.06,2275
0.7,Very Good,E,SI1,61.3,61,5.66,5.7,2275
0.77,Ideal,G,SI2,61.2,57,5.94,5.98,2275
0.77,Premium,I,VS2,61.6,58,5.92,5.96,2275
0.53,Ideal,F,VVS2,61.4,56,5.19,5.23,2275
0.52,Ideal,E,VS1,61.8,56,5.17,5.19,2275
0.66,Good,F,VS2,61.5,60.8,5.55,5.6,2275
0.66,Good,G,VS1,59.6,60.2,5.66,5.71,2275
0.79,Premium,H,SI1,61.8,59,5.97,5.91,2275
0.71,Premium,F,SI2,62.1,60,5.7,5.66,2275
0.7,Very Good,H,VS2,62.9,58,5.6,5.65,2276
0.7,Very Good,H,VS2,62.3,56,5.66,5.7,2276
0.7,Very Good,G,SI1,62.8,57,5.62,5.66,2276
0.7,Very Good,G,SI1,63,59,5.64,5.67,2276
0.7,Ideal,I,VVS2,62.5,54,5.69,5.74,2276
0.7,Ideal,I,VVS2,62.1,58,5.63,5.68,2276
0.73,Ideal,F,SI2,62.1,56,5.77,5.8,2276
0.73,Ideal,F,SI2,62.7,57,5.75,5.79,2276
0.7,Ideal,G,SI1,62.1,58,5.67,5.69,2276
0.7,Ideal,G,SI1,62.4,56,5.66,5.69,2276
0.7,Good,I,SI1,58.5,61,5.76,5.82,2276
0.74,Very Good,J,IF,60.3,58,5.82,5.86,2277
0.72,Good,H,SI1,63.7,59,5.63,5.68,2277
0.72,Premium,H,SI1,62.7,59,5.69,5.73,2277
0.72,Very Good,H,SI1,61.5,56,5.77,5.8,2277
0.74,Very Good,G,SI2,63,56,5.75,5.77,2277
0.71,Very Good,H,VS1,62.8,58,5.67,5.7,2277
0.79,Ideal,I,SI2,62.1,56,5.92,5.97,2277
0.55,Premium,E,VS1,59.6,60,5.41,5.36,2277
0.7,Very Good,F,SI1,59.1,59,5.76,5.91,2278
0.7,Very Good,F,SI1,63.1,54,5.64,5.67,2278
0.77,Very Good,F,SI2,61.1,59,5.85,5.95,2278
0.75,Good,E,SI2,63.2,57,5.76,5.82,2278
